mappedPoolId,mappedByUser,mappedByUserId,mappedDateText,mappedDateUnixSeconds,mappedLatitude,mappedLongitude,mappedConfidence,mappedSource,mappedSource2,mappedPhotoNumber,mappedLocationAccuracy,mappedShape,mappedComments,createdAt,updatedAt
KWN919,KNOWN,0,,-2209161600,44.12151487,-72.84096271,UNK,Warren_VP3.shp,Remote CIR, ,UNK,Point,"Nice little pool, needs visit during spring to c*",,
KWN92,KNOWN,0,,-2209161600,42.94137649,-72.60629958,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN920,KNOWN,0,,-2209161600,44.0788646,-72.8156138,UNK,Warren_VP3.shp,Remote CIR, ,UNK,Point,"Pool location from public meeting,  not field ve*",,
KWN921,KNOWN,0,,-2209161600,44.0772325,-72.85563619,UNK,Warren_VP3.shp,Remote CIR, ,UNK,Point,Long pool on bench; needs spring verification of*,,
KWN922,KNOWN,0,,-2209161600,43.62900985,-72.52435608,UNK,WoodstockVP.shp,Remote CIR, ,UNK,Point,Receives drainage from Mt. Tom.  Not groundwater,,
KWN923,KNOWN,0,,-2209161600,43.62916105,-72.52321965,UNK,WoodstockVP.shp,Remote CIR, ,UNK,Point,Has outlet; receives drainage from Mt. Tom,,
KWN924,KNOWN,0,,-2209161600,43.62964074,-72.52321223,UNK,WoodstockVP.shp,Remote CIR, ,UNK,Point, ,,
KWN926,KNOWN,0,,-2209161600,43.63971667,-72.54487342,UNK,WoodstockVP.shp,Remote CIR, ,UNK,Point, ,,
KWN927,KNOWN,0,,-2209161600,43.57662069,-72.5424674,UNK,WoodstockVP.shp,Remote CIR, ,UNK,Point, ,,
KWN928,KNOWN,0,,-2209161600,43.55220736,-72.58100787,UNK,WoodstockVP.shp,Remote CIR, ,UNK,Point,Headwaters; 2 small pools within boundary,,
KWN929,KNOWN,0,,-2209161600,43.60809772,-72.5907773,UNK,WoodstockVP.shp,Remote CIR, ,UNK,Point,Well buffered in forested matrix; good condition,,
KWN93,KNOWN,0,,-2209161600,42.93645185,-72.5995301,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN930,KNOWN,0,,-2209161600,43.56816008,-72.5810912,UNK,WoodstockVP.shp,Remote CIR, ,UNK,Point,Possible vernal pool in Northern Hardwood Forest,,
KWN931,KNOWN,0,,-2209161600,43.56987479,-72.54693764,UNK,WoodstockVP.shp,Remote CIR, ,UNK,Point,Possible vernal pool in Northern Hardwood Forest,,
KWN932,KNOWN,0,,-2209161600,43.57659827,-72.52124455,UNK,WoodstockVP.shp,Remote CIR, ,UNK,Point,Open water at headwaters of small creek,,
KWN933,KNOWN,0,,-2209161600,43.62595156,-72.59126082,UNK,WoodstockVP.shp,Remote CIR, ,UNK,Point,Possible vernal pool; needs verification,,
KWN934,KNOWN,0,,-2209161600,43.63264026,-72.57864663,UNK,WoodstockVP.shp,Remote CIR, ,UNK,Point,"Very nice, large pool",,
KWN935,KNOWN,0,,-2209161600,43.56079945,-72.6045847,UNK,WoodstockVP.shp,Remote CIR, ,UNK,Point,May be vernal pool; location uncertain,,
KWN936,KNOWN,0,,-2209161600,43.58765585,-72.57794813,UNK,WoodstockVP.shp,Remote CIR, ,UNK,Point,Bench in Northern Hardwood Forest; may be wet,,
KWN937,KNOWN,0,,-2209161600,44.47955183,-72.90929043,UNK,eafr_vernalpools.shp,OTHER, ,UNK,Point, ,,
KWN938,KNOWN,0,,-2209161600,44.49535686,-72.93084684,UNK,eafr_vernalpools.shp,OTHER, ,UNK,Point, ,,
KWN939,KNOWN,0,,-2209161600,44.46974609,-72.95404133,UNK,eafr_vernalpools.shp,OTHER, ,UNK,Point, ,,
KWN94,KNOWN,0,,-2209161600,42.91447417,-72.58516339,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN940,KNOWN,0,,-2209161600,44.46896843,-72.95451366,UNK,eafr_vernalpools.shp,OTHER, ,UNK,Point, ,,
KWN941,KNOWN,0,,-2209161600,44.46860723,-72.95404114,UNK,eafr_vernalpools.shp,OTHER, ,UNK,Point, ,,
KWN942,KNOWN,0,,-2209161600,44.46782952,-72.95279133,UNK,eafr_vernalpools.shp,OTHER, ,UNK,Point, ,,
KWN943,KNOWN,0,,-2209161600,44.47232942,-72.94865222,UNK,eafr_vernalpools.shp,OTHER, ,UNK,Point, ,,
KWN944,KNOWN,0,,-2209161600,44.46699623,-72.95512437,UNK,eafr_vernalpools.shp,OTHER, ,UNK,Point, ,,
KWN945,KNOWN,0,,-2209161600,44.46394066,-72.95873553,UNK,eafr_vernalpools.shp,OTHER, ,UNK,Point, ,,
KWN946,KNOWN,0,,-2209161600,44.46310737,-72.95901332,UNK,eafr_vernalpools.shp,OTHER, ,UNK,Point, ,,
KWN947,KNOWN,0,,-2209161600,44.46477413,-72.93706861,UNK,eafr_vernalpools.shp,OTHER, ,UNK,Point, ,,
KWN948,KNOWN,0,,-2209161600,44.4733851,-72.94123537,UNK,eafr_vernalpools.shp,OTHER, ,UNK,Point, ,,
KWN949,KNOWN,0,,-2209161600,44.45310774,-72.94067942,UNK,eafr_vernalpools.shp,OTHER, ,UNK,Point, ,,
KWN95,KNOWN,0,,-2209161600,42.9126549,-72.5838937,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN950,KNOWN,0,,-2209161600,44.46671876,-72.91651252,UNK,eafr_vernalpools.shp,OTHER, ,UNK,Point, ,,
KWN951,KNOWN,0,,-2209161600,44.46810756,-72.91429048,UNK,eafr_vernalpools.shp,OTHER, ,UNK,Point, ,,
KWN952,KNOWN,0,,-2209161600,44.46671876,-72.91123468,UNK,eafr_vernalpools.shp,OTHER, ,UNK,Point, ,,
KWN953,KNOWN,0,,-2209161600,44.46199673,-72.9129015,UNK,eafr_vernalpools.shp,OTHER, ,UNK,Point, ,,
KWN954,KNOWN,0,,-2209161600,44.46088563,-72.91401243,UNK,eafr_vernalpools.shp,OTHER, ,UNK,Point, ,,
KWN955,KNOWN,0,,-2209161600,44.49255163,-72.90512389,UNK,eafr_vernalpools.shp,OTHER, ,UNK,Point, ,,
KWN956,KNOWN,0,,-2209161600,44.49421822,-72.90512403,UNK,eafr_vernalpools.shp,OTHER, ,UNK,Point, ,,
KWN957,KNOWN,0,,-2209161600,44.45644124,-72.90595669,UNK,eafr_vernalpools.shp,OTHER, ,UNK,Point, ,,
KWN958,KNOWN,0,,-2209161600,44.46699631,-72.94734678,UNK,eafr_vernalpools.shp,OTHER, ,UNK,Point, ,,
KWN959,KNOWN,0,,-2209161600,44.4650519,-72.94567978,UNK,eafr_vernalpools.shp,OTHER, ,UNK,Point, ,,
KWN96,KNOWN,0,,-2209161600,42.91272912,-72.58295772,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN960,KNOWN,0,,-2209161600,44.48671827,-72.92095742,UNK,eafr_vernalpools.shp,OTHER, ,UNK,Point, ,,
KWN961,KNOWN,0,,-2209161600,44.45310768,-72.94040183,UNK,eafr_vernalpools.shp,OTHER, ,UNK,Point, ,,
KWN962,KNOWN,0,,-2209161600,44.49891586,-72.9261364,UNK,VernalPools_Jericho,Remote CIR, ,UNK,Point, ,,
KWN963,KNOWN,0,,-2209161600,44.49883833,-72.92471761,UNK,VernalPools_Jericho,Remote CIR, ,UNK,Point, ,,
KWN964,KNOWN,0,,-2209161600,44.49960894,-72.92526422,UNK,VernalPools_Jericho,Remote CIR, ,UNK,Point, ,,
KWN965,KNOWN,0,,-2209161600,44.50002717,-72.93568854,UNK,VernalPools_Jericho,Remote CIR, ,UNK,Point, ,,
KWN966,KNOWN,0,,-2209161600,44.49447075,-72.94865406,UNK,VernalPools_Jericho,Remote CIR, ,UNK,Point, ,,
KWN967,KNOWN,0,,-2209161600,44.49426578,-72.94758254,UNK,VernalPools_Jericho,Remote CIR, ,UNK,Point, ,,
KWN968,KNOWN,0,,-2209161600,44.49431258,-72.94743313,UNK,VernalPools_Jericho,Remote CIR, ,UNK,Point, ,,
KWN969,KNOWN,0,,-2209161600,44.49309432,-72.94519634,UNK,VernalPools_Jericho,Remote CIR, ,UNK,Point, ,,
KWN97,KNOWN,0,,-2209161600,42.90856276,-72.57962315,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN970,KNOWN,0,,-2209161600,44.4393987,-73.01579654,UNK,VernalPools_Jericho,Remote CIR, ,UNK,Point, ,,
KWN971,KNOWN,0,,-2209161600,44.43881222,-73.00913226,UNK,VernalPools_Jericho,Remote CIR, ,UNK,Point, ,,
KWN972,KNOWN,0,,-2209161600,44.43945607,-73.01198405,UNK,VernalPools_Jericho,Remote CIR, ,UNK,Point, ,,
KWN973,KNOWN,0,,-2209161600,44.4379483,-73.01174121,UNK,VernalPools_Jericho,Remote CIR, ,UNK,Point, ,,
KWN974,KNOWN,0,,-2209161600,44.44668003,-72.99608152,UNK,VernalPools_Jericho,Remote CIR, ,UNK,Point, ,,
KWN975,KNOWN,0,,-2209161600,44.44685342,-72.99762615,UNK,VernalPools_Jericho,Remote CIR, ,UNK,Point, ,,
KWN976,KNOWN,0,,-2209161600,44.09389615,-72.3679144,UNK,ochp_vp4sf20100315,OTHER, ,UNK,Point,Landowner Restricted: see original dataset,,
KWN977,KNOWN,0,,-2209161600,44.08086061,-72.37748989,UNK,ochp_vp4sf20100315,OTHER, ,UNK,Point,Landowner Restricted: see original dataset,,
KWN978,KNOWN,0,,-2209161600,44.06864583,-72.36504444,UNK,ochp_vp4sf20100315,OTHER, ,UNK,Point,Landowner Restricted: see original dataset,,
KWN979,KNOWN,0,,-2209161600,44.07641351,-72.37255999,UNK,ochp_vp4sf20100315,OTHER, ,UNK,Point,Landowner Restricted: see original dataset,,
KWN98,KNOWN,0,,-2209161600,42.90855065,-72.58001757,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN980,KNOWN,0,,-2209161600,44.08013642,-72.38554724,UNK,ochp_vp4sf20100315,OTHER, ,UNK,Point,Landowner Restricted: see original dataset,,
KWN981,KNOWN,0,,-2209161600,44.08086061,-72.38446363,UNK,ochp_vp4sf20100315,OTHER, ,UNK,Point,Landowner Restricted: see original dataset,,
KWN982,KNOWN,0,,-2209161600,44.04898524,-72.41907486,UNK,ochp_vp4sf20100315,OTHER, ,UNK,Point,Landowner Restricted: see original dataset,,
KWN983,KNOWN,0,,-2209161600,44.05808866,-72.3814381,UNK,ochp_vp4sf20100315,OTHER, ,UNK,Point,Landowner Restricted: see original dataset,,
KWN984,KNOWN,0,,-2209161600,44.05869484,-72.38044568,UNK,ochp_vp4sf20100315,OTHER, ,UNK,Point,Landowner Restricted: see original dataset,,
KWN985,KNOWN,0,,-2209161600,44.04896479,-72.37453929,UNK,ochp_vp4sf20100315,OTHER, ,UNK,Point,Landowner Restricted: see original dataset,,
KWN986,KNOWN,0,,-2209161600,44.04924341,-72.37536566,UNK,ochp_vp4sf20100315,OTHER, ,UNK,Point,Landowner Restricted: see original dataset,,
KWN987,KNOWN,0,,-2209161600,44.03728545,-72.37206646,UNK,ochp_vp4sf20100315,OTHER, ,UNK,Point,Landowner Restricted: see original dataset,,
KWN988,KNOWN,0,,-2209161600,44.03687239,-72.37240442,UNK,ochp_vp4sf20100315,OTHER, ,UNK,Point,Landowner Restricted: see original dataset,,
KWN989,KNOWN,0,,-2209161600,44.04592216,-72.42905268,UNK,ochp_vp4sf20100315,OTHER, ,UNK,Point,Landowner Restricted: see original dataset,,
KWN99,KNOWN,0,,-2209161600,42.90081215,-72.58096903,UNK,Dum_VP.shp  ; 2/2008,OTHER, ,UNK,Point, ,,
KWN990,KNOWN,0,,-2209161600,44.04531062,-72.42979833,UNK,ochp_vp4sf20100315,OTHER, ,UNK,Point,Landowner Restricted: see original dataset,,
KWN991,KNOWN,0,,-2209161600,44.03342843,-72.40769693,UNK,ochp_vp4sf20100315,OTHER, ,UNK,Point,Landowner Restricted: see original dataset,,
KWN992,KNOWN,0,,-2209161600,44.02199686,-72.37970003,UNK,ochp_vp4sf20100315,OTHER, ,UNK,Point,Landowner Restricted: see original dataset,,
KWN993,KNOWN,0,,-2209161600,44.01853681,-72.38354095,UNK,ochp_vp4sf20100315,OTHER, ,UNK,Point,Landowner Restricted: see original dataset,,
KWN994,KNOWN,0,,-2209161600,44.02970016,-72.39570209,UNK,ochp_vp4sf20100315,OTHER, ,UNK,Point,Landowner Restricted: see original dataset,,
KWN995,KNOWN,0,,-2209161600,44.02169645,-72.40245589,UNK,ochp_vp4sf20100315,OTHER, ,UNK,Point,Landowner Restricted: see original dataset,,
KWN996,KNOWN,0,,-2209161600,44.04984891,-72.31888899,UNK,ochp_vp4sf20100315,OTHER, ,UNK,Point,Landowner Restricted: see original dataset,,
KWN997,KNOWN,0,,-2209161600,44.06890333,-72.25536355,UNK,ochp_vp4sf20100315,OTHER, ,UNK,Point,Landowner Restricted: see original dataset,,
KWN998,KNOWN,0,,-2209161600,44.06503558,-72.32382962,UNK,ochp_vp4sf20100315,OTHER, ,UNK,Point,Landowner Restricted: see original dataset,,
KWN999,KNOWN,0,,-2209161600,44.06496048,-72.32358822,UNK,ochp_vp4sf20100315,OTHER, ,UNK,Point,Landowner Restricted: see original dataset,,
MLD1502,Michael Lew-Smith,0,1/17/2011,1295222400,42.81165846,-73.12051765,ML,CIR,Remote CIR,4196-7T,M,Point,Pool or shadow in hardwood forest,,
MLD1512,Michael Lew-Smith,0,1/17/2011,1295222400,42.77511143,-73.14007356,M,CIR,Remote CIR,4196-6t,M,Point,Pool or seep in hardwood forest,,
MLD462,MLS,0,3/25/2009,1237939200,44.50277009,-72.3994507,M,CIR,Remote CIR,4201-42P,H,Point,"Potential site along trail, may be human influenced",,
MLS03,MLS,0,3/17/2009,1237248000,44.41454747,-71.87047531,ML,CIR,Remote CIR,4197-137T,ML,Point,Small potential pool in saddle of Shaw Mountain,,
MLS1,MLS,0,1/13/2009,1231804800,45.00798589,-72.72997617,ML,CIR,Remote CIR, ,H,Point,Likely a small pond at headwaters of stream,,
MLS10,MLS,0,1/16/2009,1232064000,44.90218499,-72.73311096,M,CIR,Remote CIR,4198-94,H,Point,Small vernal pool or pond in woods,,
MLS100,MLS,0,2/6/2009,1233878400,44.541343,-72.46473764,M,CIR,Remote CIR,4201-80P,M,Point,"Looks moarginally wet, may be seep",,
MLS1000,Michael Lew-Smith,0,12/8/2010,1291766400,43.67491248,-73.35520175,H,CIR,Remote CIR,4191-128T,H,Point,Nice large pool in pair,,
MLS1001,Michael Lew-Smith,0,12/8/2010,1291766400,43.67375096,-73.35297249,H,CIR,Remote CIR,4191-128T,H,Point,Very large pool in cluster,,
MLS1002,Michael Lew-Smith,0,12/8/2010,1291766400,43.67338588,-73.35207469,H,CIR,Remote CIR,4191-128T,H,Point,Very large pool in cluster,,
MLS1003,Michael Lew-Smith,0,12/8/2010,1291766400,43.67293423,-73.35101045,M,CIR,Remote CIR,4191-128T,H,Point,"Nice looking linear pool, drains to north",,
MLS1004,Michael Lew-Smith,0,12/8/2010,1291766400,43.67305425,-73.35145228,MH,CIR,Remote CIR,4191-128T,M,Point,Smaller but nice looking pool in cluster,,
MLS1005,Michael Lew-Smith,0,12/8/2010,1291766400,43.67514026,-73.35130417,H,CIR,Remote CIR,4191-128T,H,Point,Very large pool on bench,,
MLS1006,Michael Lew-Smith,0,12/8/2010,1291766400,43.67557003,-73.35304766,MH,CIR,Remote CIR,4191-128T,H,Point,Nice looking pool on bench,,
MLS1007,Michael Lew-Smith,0,12/8/2010,1291766400,43.67742822,-73.35188479,H,CIR,Remote CIR,4191-128T,H,Point,"Large, nice looking pool on bench",,
MLS1008,Michael Lew-Smith,0,12/8/2010,1291766400,43.67580752,-73.35051053,M,CIR,Remote CIR,4191-128T,H,Point,May be seepy draining into nearby stream ??,,
MLS1009,Michael Lew-Smith,0,12/8/2010,1291766400,43.66946143,-73.35060318,ML,CIR,Remote CIR,4191-128T,MH,Point,Pool or shaows??,,
MLS101,MLS,0,2/6/2009,1233878400,44.59652224,-72.49237915,ML,CIR,Remote CIR,4201-82P,ML,Point,Long thin wet area under conifers,,
MLS1010,Michael Lew-Smith,0,12/8/2010,1291766400,43.66407536,-73.32766571,M,CIR,Remote CIR,4191-128T,ML,Point,Pool or shadow in mixed forest,,
MLS1011,Michael Lew-Smith,0,12/9/2010,1291852800,43.69385712,-73.33476782,M,CIR,Remote CIR,4191-129T,H,Point,May have drainage to north,,
MLS1012,Michael Lew-Smith,0,12/9/2010,1291852800,43.66059276,-73.32888007,M,CIR,Remote CIR,4191-130T,H,Point,"Potential pool in conifers, may be shadow ?",,
MLS1013,Michael Lew-Smith,0,12/9/2010,1291852800,43.65595663,-73.32965862,M,CIR,Remote CIR,4191-130T,M,Point,Potential pool above drainage,,
MLS1014,Michael Lew-Smith,0,12/9/2010,1291852800,43.64411653,-73.365218,M,CIR,Remote CIR,4191-130T,M,Point,"Potential pool on summit, may have drainage to north",,
MLS1015,Michael Lew-Smith,0,12/9/2010,1291852800,43.64306072,-73.35946227,ML,CIR,Remote CIR,4191-130T,M,Point,"Looks like a seep along drainge, but check if in area",,
MLS1016,Michael Lew-Smith,0,12/9/2010,1291852800,43.64101733,-73.34473904,MH,CIR,Remote CIR,4191-130T,H,Point,"Large pool or small wetland, looks vernal",,
MLS1017,Michael Lew-Smith,0,12/9/2010,1291852800,43.65795943,-73.33048426,ML,CIR,Remote CIR,4191-130T,ML,Point,"May be too small, location unsure, may be further north",,
MLS1018,Michael Lew-Smith,0,12/9/2010,1291852800,43.61744109,-73.36575683,M,CIR,Remote CIR,4191-131T,M,Point,"Opening in conifer forest, pool or shadow?",,
MLS1019,Michael Lew-Smith,0,12/9/2010,1291852800,43.62379535,-73.36922813,MH,CIR,Remote CIR,4191-131T,H,Point,"Part of large wetland, but looks like good habitat",,
MLS102,MLS,0,2/6/2009,1233878400,44.5986361,-72.4917692,ML,CIR,Remote CIR,4201-82P,M,Point,Long thin wet area uner conifers,,
MLS1020,Michael Lew-Smith,0,12/9/2010,1291852800,43.62392883,-73.3905051,M,CIR,Remote CIR,4191-131T,MH,Point,Small potential pool on bench,,
MLS1021,Michael Lew-Smith,0,12/9/2010,1291852800,43.62106214,-73.3908642,ML,CIR,Remote CIR,4191-131T,M,Point,"Small wet signature, check if in area",,
MLS1022,Michael Lew-Smith,0,12/9/2010,1291852800,43.61078548,-73.33894741,ML,CIR,Remote CIR,4191-131T,H,Point,Pool or shadow ?,,
MLS1023,Michael Lew-Smith,0,12/9/2010,1291852800,43.61641654,-73.33844086,ML,CIR,Remote CIR,4191-131T,MH,Point,Pool or shadow in conifer forest,,
MLS1024,Michael Lew-Smith,0,12/9/2010,1291852800,43.61648047,-73.33463486,M,CIR,Remote CIR,4191-131T,H,Point,Pool or seep,,
MLS1025,Michael Lew-Smith,0,12/9/2010,1291852800,43.59707154,-73.31825049,H,CIR,Remote CIR,4191-131T,H,Point,Largest pool in this cluster on Hampton Hill,,
MLS1026,Michael Lew-Smith,0,12/9/2010,1291852800,43.59732308,-73.31785818,H,CIR,Remote CIR,4191-131T,MH,Point,Nice looking pool in cluster on Hampton Hill,,
MLS1027,Michael Lew-Smith,0,12/9/2010,1291852800,43.59679875,-73.31835375,M,CIR,Remote CIR,4191-131T,MH,Point,Very small potential pool,,
MLS1028,Michael Lew-Smith,0,12/9/2010,1291852800,43.59102685,-73.34027116,ML,CIR,Remote CIR,4191-131T,M,Point,May be too small to be viable,,
MLS1029,Michael Lew-Smith,0,12/9/2010,1291852800,43.74418077,-73.25159847,ML,CIR,Remote CIR,4191-36T,M,Point,Potential pool or seep in mixed forest,,
MLS103,MLS,0,2/6/2009,1233878400,44.62489335,-72.51030857,MH,CIR,Remote CIR,4201-83P,ML,Point,"Long thin wet area, two more smaller areas in vicinity",,
MLS1030,Michael Lew-Smith,0,12/9/2010,1291852800,43.73720427,-73.27303556,M,CIR,Remote CIR,4191-36T,MH,Point,Pool or shadow in mixed forest on summit,,
MLS1031,Michael Lew-Smith,0,12/9/2010,1291852800,43.72219338,-73.32117596,M,CIR,Remote CIR,4191-35T,M,Point,Large potential site in ? old road bed ?,,
MLS1032,Michael Lew-Smith,0,12/9/2010,1291852800,43.73188795,-73.280878,H,CIR,Remote CIR,4191-36T,H,Point,Nice looking pool on summit of hill,,
MLS1033,Michael Lew-Smith,0,12/9/2010,1291852800,43.73501202,-73.28264006,M,CIR,Remote CIR,4191-36T,M,Point,Pool or shadow in mixed forest,,
MLS1034,Michael Lew-Smith,0,12/9/2010,1291852800,43.7404306,-73.27792815,M,CIR,Remote CIR,4191-36T,H,Point,Pool or small wetland,,
MLS1035,Michael Lew-Smith,0,12/9/2010,1291852800,43.71967793,-73.31771265,M,CIR,Remote CIR,4191-36T,MH,Point,Pool or shadow in clearing ?,,
MLS1036,Michael Lew-Smith,0,12/9/2010,1291852800,43.72405173,-73.32219078,M,CIR,Remote CIR,4191-35T,MH,Point,Seep or vernal pool,,
MLS1037,Michael Lew-Smith,0,12/9/2010,1291852800,43.69402433,-73.23529909,ML,CIR,Remote CIR,4191-35T,M,Point,"A series of three thin wet areas, may be seeps or pools ?",,
MLS1038,Michael Lew-Smith,0,12/9/2010,1291852800,43.6914884,-73.2893266,MH,CIR,Remote CIR,4191-35T,MH,Point,Potential pool on bench,,
MLS1039,Michael Lew-Smith,0,12/9/2010,1291852800,43.69186429,-73.28735362,M,CIR,Remote CIR,4191-35T,H,Point,Large pool or small wetland,,
MLS104,MLS,0,2/6/2009,1233878400,44.62082374,-72.49340346,MH,CIR,Remote CIR,4201-83P,ML,Point,Pool on broad summit,,
MLS1040,Michael Lew-Smith,0,12/9/2010,1291852800,43.69281092,-73.28748122,M,CIR,Remote CIR,4191-35T,MH,Point,Pools or shadows in mixed forest,,
MLS1041,Michael Lew-Smith,0,12/9/2010,1291852800,43.69094319,-73.3181182,ML,CIR,Remote CIR,4191-35T,MH,Point,May be seep or shadow ?,,
MLS1042,Michael Lew-Smith,0,12/9/2010,1291852800,43.6941867,-73.32010062,M,CIR,Remote CIR,4191-35T,H,Point,"Long thin potential pool, may not be wet enough ?",,
MLS1043,Michael Lew-Smith,0,12/9/2010,1291852800,43.68503835,-73.24051299,M,CIR,Remote CIR,4191-34T,MH,Point,May be seep? drainage to north,,
MLS1044,Michael Lew-Smith,0,12/9/2010,1291852800,43.684708,-73.24124603,H,CIR,Remote CIR,4191-34T,H,Point,"Nice looking, large pool",,
MLS1045,Michael Lew-Smith,0,12/9/2010,1291852800,43.68672293,-73.24075805,MH,CIR,Remote CIR,4191-34T,H,Point,Nice looking pool,,
MLS1046,Michael Lew-Smith,0,12/9/2010,1291852800,43.68441335,-73.24185132,MH,CIR,Remote CIR,4191-34T,H,Point,"Nice pool, smaller than pool to NE",,
MLS1047,Michael Lew-Smith,0,12/9/2010,1291852800,43.68627235,-73.24030382,M,CIR,Remote CIR,4191-34T,H,Point,Not as wet or as large as pool to NW,,
MLS1048,Michael Lew-Smith,0,12/9/2010,1291852800,43.68206329,-73.24201464,M,CIR,Remote CIR,4191-34T,H,Point,Linear pool on bench above wetland in old clearcut,,
MLS1049,Michael Lew-Smith,0,12/9/2010,1291852800,43.67675515,-73.26009626,M,CIR,Remote CIR,4191-34T,M,Point,Small potential pool on narrow bench,,
MLS105,MLS,0,2/6/2009,1233878400,44.61396934,-72.47764051,MH,CIR,Remote CIR,4201-83P,ML,Point,Small pool on nose of slope,,
MLS1050,Michael Lew-Smith,0,12/9/2010,1291852800,43.67413432,-73.25855851,MH,CIR,Remote CIR,4191-34T,MH,Point,Nice looking pool on bench,,
MLS1051,Michael Lew-Smith,0,12/9/2010,1291852800,43.67732902,-73.25777799,ML,CIR,Remote CIR,4191-34T,M,Point,"May be seep, but check if in area",,
MLS1052,Michael Lew-Smith,0,12/9/2010,1291852800,43.67789886,-73.26353062,M,CIR,Remote CIR,4191-34T,M,Point,Potential pool on nose of slope,,
MLS1053,Michael Lew-Smith,0,12/9/2010,1291852800,43.67004789,-73.2786972,MH,CIR,Remote CIR,4191-34T,MH,Point,Nice looking pool north of swamp,,
MLS1054,Michael Lew-Smith,0,12/9/2010,1291852800,43.66444648,-73.27766802,M,CIR,Remote CIR,4191-34T,H,Point,Pool? or connected to wetland to SE,,
MLS1055,Michael Lew-Smith,0,12/9/2010,1291852800,43.66232398,-73.27739403,M,CIR,Remote CIR,4191-34T,H,Point,Large pool or (more likely) small wetland,,
MLS1056,Michael Lew-Smith,0,12/9/2010,1291852800,43.6619229,-73.27845741,M,CIR,Remote CIR,4191-34T,M,Point,May drain to the east,,
MLS1057,Michael Lew-Smith,0,12/9/2010,1291852800,43.66359371,-73.27846256,MH,CIR,Remote CIR,4191-34T,MH,Point,Small potential pool in cluster,,
MLS1058,Michael Lew-Smith,0,12/9/2010,1291852800,43.66366777,-73.27810184,M,CIR,Remote CIR,4191-34T,M,Point,Small potential pool in cluster,,
MLS1059,Michael Lew-Smith,0,12/9/2010,1291852800,43.66273472,-73.27841858,MH,CIR,Remote CIR,4191-34T,M,Point,Small pool in cluster,,
MLS106,MLS,0,2/6/2009,1233878400,44.6462949,-72.50803579,MH,CIR,Remote CIR,4201-83P,H,Point,Nice looking pool; drains to the southwest,,
MLS1060,Michael Lew-Smith,0,12/9/2010,1291852800,43.66087325,-73.28012064,MH,CIR,Remote CIR,4191-34T,H,Point,Nice looking pool in cluster,,
MLS1061,Michael Lew-Smith,0,12/9/2010,1291852800,43.66983896,-73.27221274,ML,CIR,Remote CIR,4191-34T,MH,Point,Likely part of nearby swamp? may have VP habitat,,
MLS1062,Michael Lew-Smith,0,12/9/2010,1291852800,43.66381447,-73.26464151,ML,CIR,Remote CIR,4191-34T,MH,Point,Pool or shadow on bench ?,,
MLS1063,Michael Lew-Smith,0,12/9/2010,1291852800,43.66392452,-73.25738033,M,CIR,Remote CIR,4191-34T,MH,Point,"Small potential site, may not be wet long enough ?",,
MLS1064,Michael Lew-Smith,0,12/9/2010,1291852800,43.66114371,-73.2505508,M,CIR,Remote CIR,4191-34T,M,Point,"Wet area on bench, may be two pools here",,
MLS1065,Michael Lew-Smith,0,12/9/2010,1291852800,43.67357145,-73.24660762,MH,CIR,Remote CIR,4191-34T,MH,Point,Large potential pool or small wetland,,
MLS1066,Michael Lew-Smith,0,12/9/2010,1291852800,43.65896183,-73.28034866,M,CIR,Remote CIR,4191-34T,H,Point,Potential pool or small swamp,,
MLS1067,Michael Lew-Smith,0,12/9/2010,1291852800,43.65683871,-73.27922494,M,CIR,Remote CIR,4191-34T,MH,Point,Pool or small swamp,,
MLS1068,Michael Lew-Smith,0,12/9/2010,1291852800,43.65331012,-73.28274748,MH,CIR,Remote CIR,4191-34T,H,Point,"Large, nice looking pool",,
MLS1069,Michael Lew-Smith,0,12/9/2010,1291852800,43.65222732,-73.28506863,M,CIR,Remote CIR,4191-34T,H,Point,"Long, thin seep or pool",,
MLS1070,Michael Lew-Smith,0,12/9/2010,1291852800,43.65263133,-73.29009279,MH,CIR,Remote CIR,4191-34T,ML,Point,"Small, nice looking pool somewhere on this wide summit",,
MLS1071,Michael Lew-Smith,0,12/9/2010,1291852800,43.65210154,-73.28888147,M,CIR,Remote CIR,4191-34T,H,Point,Large pool or small swamp,,
MLS1072,Michael Lew-Smith,0,12/9/2010,1291852800,43.6596318,-73.28536684,ML,CIR,Remote CIR,4191-34T,H,Point,Pool or shadow,,
